age,sex,experience,previous_infractions,illness
33,0,8,10,0
23,0,1,4,0
59,1,30,8,0
57,0,10,0,0
44,0,20,2,0
72,0,17,5,0
40,0,15,7,0
37,1,9,3,0
52,0,2,7,0
27,1,7,5,0
35,0,8,10,0
49,1,30,0,0
74,1,28,7,0
18,0,0,4,0
51,1,17,6,1
31,0,8,6,0
75,0,13,1,0
20,0,1,7,0
62,1,34,1,0
67,0,37,6,0
67,1,4,8,1
65,1,47,5,1
56,0,30,9,0
74,1,32,5,0
81,1,58,8,1
42,0,22,6,0
36,0,4,7,0
72,0,52,1,0
54,0,14,5,0
72,0,47,4,0
41,0,12,7,0
20,1,1,4,0
73,1,54,8,0
50,0,32,10,0
54,1,5,5,0
30,1,12,6,1
81,1,14,10,0
31,1,12,4,0
44,0,22,8,0
80,1,52,6,0
26,1,8,1,0
47,0,3,5,0
26,0,6,9,0
50,1,8,9,0
79,1,49,2,0
79,1,47,7,0
68,0,29,9,0
38,1,10,3,0
78,1,44,1,0
58,1,9,2,0
50,0,4,5,0
21,1,3,3,1
37,0,18,9,1
74,1,31,9,0
20,0,2,3,1
42,1,3,6,0
57,1,28,6,0
41,1,12,6,0
33,1,15,6,0
31,1,2,1,1
41,1,19,0,0
25,0,7,9,0
35,0,6,9,0
44,1,6,8,0
43,1,12,1,0
20,0,0,5,0
18,0,0,10,0
52,1,19,2,0
51,0,16,0,0
22,1,1,5,0
24,0,3,4,0
24,1,2,9,0
21,1,0,4,0
24,0,4,0,0
83,1,39,5,0
51,1,16,9,0
73,1,10,2,0
46,0,1,6,1
48,0,29,4,0
83,0,19,6,1
41,1,7,3,0
28,0,3,1,0
78,0,22,10,1
54,1,11,3,1
49,1,21,5,0
40,1,18,2,0
47,0,24,8,0
75,1,19,4,1
28,0,8,10,0
58,0,35,10,0
65,0,29,8,0
19,1,1,5,0
84,0,19,10,0
82,1,19,2,0
85,1,20,1,1
67,1,10,6,0
72,1,8,8,0
74,1,32,4,1
47,1,11,3,1
31,0,12,8,1
82,1,4,0,1
83,1,50,1,0
56,0,25,8,0
19,0,1,6,0
52,1,29,5,0
29,1,5,7,0
68,1,35,9,1
64,0,37,4,0
85,0,15,7,0
35,1,12,2,1
82,1,10,7,0
78,0,33,4,0
42,0,1,4,1
30,1,4,7,0
30,0,10,3,0
54,0,0,0,1
66,0,16,1,0
20,1,0,0,0
67,0,19,10,0
23,1,5,6,0
71,1,13,1,0
59,0,17,7,1
21,1,1,2,1
22,0,1,6,0
62,0,5,6,0
34,0,16,10,1
18,1,0,3,0
64,1,6,10,0
74,1,31,4,0
77,0,22,5,0
56,1,23,0,0
34,1,0,4,0
84,1,38,1,0
36,0,2,10,0
71,0,46,6,0
59,1,2,3,0
61,0,37,10,0
85,1,67,10,0
29,1,3,6,0
63,0,36,1,1
83,1,0,3,0
56,0,31,4,0
60,1,37,10,0
78,1,52,1,0
52,1,13,5,1
21,0,3,4,0
78,1,50,9,0
50,0,11,8,0
28,1,10,0,0
54,0,3,6,0
35,0,10,0,0
34,1,8,4,0
25,0,3,5,1
67,1,20,6,0
54,1,15,2,0
69,0,42,7,1
65,1,21,1,1
76,0,53,9,0
23,0,5,0,0
65,0,34,1,0
68,1,16,5,0
53,0,2,2,1
63,0,9,2,0
79,0,19,4,0
72,0,52,6,0
24,0,1,7,1
47,0,7,6,0
75,1,3,5,0
58,1,28,8,0
82,0,48,5,0
22,0,2,3,1
28,0,1,6,0
28,1,6,9,0
36,0,12,6,0
26,1,5,0,0
29,1,6,6,0
58,0,38,1,0
79,1,7,10,0
36,0,7,10,0
68,0,13,2,0
41,1,14,3,0
65,0,17,2,0
50,1,30,0,0
33,0,8,6,0
61,1,12,6,0
55,1,32,1,0
84,1,12,3,0
71,1,51,1,0
20,0,1,3,0
75,1,49,3,0
71,0,37,2,0
46,0,28,7,0
28,1,2,10,0
60,0,32,8,0
48,1,7,0,0
73,0,11,6,0
74,0,49,10,0
23,0,1,9,0
52,0,28,3,1
58,0,40,10,0
46,0,24,9,0
24,1,2,10,0
53,1,35,8,0
73,1,46,0,0
52,1,11,3,0
70,1,6,0,1
63,0,17,0,0
36,1,10,6,0
72,0,29,9,0
26,0,7,1,1
62,1,20,5,1
82,0,34,10,0
29,1,7,4,0
27,1,6,1,1
58,0,9,5,1
81,0,49,7,0
33,0,10,0,0
22,1,0,7,0
52,1,2,1,0
32,1,2,3,0
24,1,6,1,0
75,1,56,6,0
82,0,17,2,0
61,0,28,3,0
37,1,11,3,0
23,1,1,4,0
82,1,53,3,1
20,1,0,3,0
41,1,6,3,0
34,0,14,5,0
39,1,13,2,0
63,0,42,4,1
25,1,6,4,0
75,1,37,6,0
73,0,41,4,0
55,0,2,7,0
29,0,7,1,0
39,1,17,6,0
39,1,1,2,1
77,0,27,10,0
50,0,16,8,0
39,0,12,3,0
25,1,5,10,0
60,0,21,2,0
63,0,33,2,1
25,0,1,2,1
37,0,5,2,0
21,0,2,9,0
64,1,17,5,0
80,0,3,4,0
57,1,38,0,1
54,1,33,0,0
29,1,9,3,1
54,0,5,9,1
76,1,54,4,0
56,1,38,9,1
64,0,36,5,0
70,1,41,10,0
79,1,34,7,1
76,0,44,2,0
51,1,19,8,1
81,1,29,2,0
69,1,28,2,0
33,0,6,7,1
63,0,45,5,1
53,0,15,8,1
84,0,13,6,0
56,1,13,8,1
57,0,21,4,0
68,0,33,10,0
48,1,19,6,1
42,0,16,2,0
29,1,0,4,0
19,1,1,9,0
27,0,0,8,0
82,0,6,2,0
81,1,59,10,0
69,0,10,6,0
59,0,30,9,0
83,1,42,8,0
46,1,1,8,0
75,0,50,1,0
77,0,20,8,0
55,0,8,3,0
50,0,20,1,0
65,1,38,7,0
82,1,35,3,1
79,0,51,7,0
76,0,47,5,0
46,0,28,4,0
29,1,9,5,0
74,1,14,2,0
56,1,7,10,0
37,0,3,3,1
51,0,25,5,0
77,1,42,9,0
85,1,61,8,1
23,0,4,1,0
82,0,27,5,0
47,1,12,4,0
39,1,0,7,1
35,0,9,4,0
82,0,21,9,0
83,1,49,2,0
51,0,1,10,0
79,0,51,0,0
78,0,51,2,1
41,0,14,6,0
23,1,3,6,0
42,0,15,8,0
49,1,0,9,0
84,1,5,0,1
38,0,3,9,0
27,1,2,3,0
24,1,3,2,0
20,0,0,7,0
38,1,18,3,0
66,1,25,0,1
35,1,15,1,0
77,1,17,10,0
40,0,8,7,0
44,0,17,9,0
26,0,2,0,0
74,1,43,10,0
49,1,19,2,0
51,1,22,3,0
85,0,17,0,1
55,1,29,5,1
31,0,8,2,1
53,0,0,8,0
77,1,40,6,0
78,0,54,0,0
18,0,0,10,0
79,0,58,3,0
54,1,0,1,0
55,0,26,8,0
26,1,7,8,0
67,0,42,2,0
64,0,2,0,0
57,0,0,7,0
66,1,44,9,0
46,1,0,7,0
45,0,25,8,0
20,1,2,8,1
69,0,31,2,0
21,0,1,3,0
39,0,17,1,0
45,1,13,9,0
85,1,37,6,0
55,0,34,8,0
54,0,34,7,0
73,0,39,8,0
47,1,0,2,0
73,0,54,8,0
56,0,29,7,0
20,1,2,7,1
18,1,0,6,0
84,1,56,10,0
74,0,36,8,0
51,0,18,2,1
51,0,33,0,0
30,1,12,10,0
75,1,15,5,1
34,0,0,10,0
56,1,36,5,0
21,0,2,3,0
83,0,61,1,0
45,0,15,5,0
28,1,10,6,0
73,1,29,9,1
40,0,19,6,0
84,0,18,4,0
76,1,54,8,1
33,1,10,9,0
61,1,25,2,0
73,0,44,2,0
80,0,16,4,0
20,0,1,9,1
50,1,16,2,0
69,1,31,3,0
30,0,9,3,0
44,1,22,8,0
80,0,40,1,0
29,0,11,9,0
51,0,21,5,0
20,1,1,9,0
21,0,3,9,0
26,0,8,8,0
30,0,2,4,0
56,1,21,0,1
85,1,24,10,0
72,1,43,9,1
69,0,10,0,0
42,1,7,4,0
46,1,5,5,0
47,1,10,7,0
47,1,8,2,1
76,0,51,10,0
65,1,45,3,0
45,1,17,3,0
46,1,22,6,0
80,1,0,2,0
61,0,43,6,0
38,0,10,7,0
44,0,6,10,0
36,0,15,9,0
46,0,5,0,0
51,1,29,3,0
67,0,5,6,0
64,1,4,4,0
58,0,13,6,0
26,1,3,5,0
51,1,12,9,0
34,0,12,7,0
69,0,36,9,0
67,0,25,7,0
27,1,4,8,0
28,1,4,8,0
37,1,12,7,1
78,1,20,1,0
52,0,28,9,0
73,0,9,9,0
82,0,10,10,0
77,1,21,5,0
78,0,44,10,1
76,0,7,7,0
83,1,50,5,0
62,1,9,7,0
83,1,57,3,0
69,0,18,2,0
81,1,8,9,0
56,1,13,3,1
66,0,42,6,0
34,0,3,6,0
30,1,12,6,0
69,1,38,3,1
67,1,10,2,0
80,0,62,10,0
31,0,13,2,0
63,0,44,4,0
32,0,10,5,0
61,1,23,5,0
44,0,24,4,0
84,0,5,9,1
80,0,35,3,1
61,0,15,4,0
46,1,16,7,0
42,0,9,8,1
59,0,15,2,0
18,0,0,3,0
42,0,6,9,0
20,1,2,8,0
63,1,14,5,0
59,1,34,5,0
55,0,20,3,0
83,1,20,0,0
69,1,21,9,0
27,1,1,3,1
52,0,4,4,0
46,0,2,4,0
66,0,25,3,0
54,0,4,0,0
45,0,19,10,0
22,0,3,6,0
79,1,13,3,0
38,1,4,9,0
35,0,14,1,0
82,0,42,7,0
73,1,18,4,0
37,1,1,8,1
74,1,5,3,0
43,0,3,7,0
78,1,27,4,0
68,0,11,9,1
57,0,4,4,0
31,1,4,2,1
84,0,25,2,0
56,1,37,7,0
67,1,11,9,0
32,1,8,10,0
60,1,18,2,1
37,0,6,2,1
82,1,34,0,0
40,0,17,9,1
39,1,17,3,0
32,0,7,7,0
61,1,31,0,0
78,1,60,5,0
72,1,49,9,0
82,0,13,8,0
72,0,9,2,0
47,0,27,3,1
35,1,12,6,0
32,1,9,8,0
55,0,21,2,0
26,1,2,1,0
80,1,58,0,0
44,1,22,8,0
84,1,51,8,0
19,0,1,10,0
43,1,11,4,1
46,0,19,6,0
19,0,1,2,0
59,1,28,1,0
41,1,20,5,0
29,1,3,0,0
85,1,29,8,0
56,0,14,2,0
60,0,5,4,0
68,1,22,9,1
72,0,42,10,1
43,0,16,1,0
84,1,30,3,0
20,1,0,5,0
30,0,12,2,1
43,1,15,2,0
33,0,0,7,0
84,1,12,8,1
28,1,10,5,0
32,1,4,3,0
36,0,14,5,1
22,1,2,5,0
21,1,2,8,0
29,1,7,10,0
34,0,11,0,1
27,0,6,4,0
22,1,2,10,0
57,0,6,5,0
38,1,6,1,0
30,1,11,6,0
19,1,1,7,1
56,0,25,2,0
72,0,39,4,0
37,1,17,0,0
84,1,9,1,1
47,1,15,3,0
73,1,37,0,0
38,1,8,2,0
60,0,29,5,0
65,1,47,2,0
43,0,15,3,0
74,0,52,8,0
28,1,4,5,0
64,1,35,10,0
75,1,51,10,0
35,0,6,0,0
23,0,3,4,0
70,0,18,4,0
51,1,18,6,0
46,0,18,3,0
85,0,44,6,0
71,0,19,0,0
50,1,6,1,0
39,1,7,4,0
68,1,6,2,0
33,1,6,3,0
41,0,6,3,0
22,0,0,10,0
49,1,20,4,1
21,1,0,2,0
70,1,25,10,0
31,1,12,0,0
40,0,3,4,0
33,0,10,0,0
72,1,25,0,0
44,1,25,10,0
70,1,8,1,0
35,1,2,4,0
58,1,9,5,0
48,0,16,4,0
76,0,12,10,0
20,1,1,5,0
83,1,59,6,0
60,1,16,1,0
43,0,15,6,0
18,1,0,2,0
75,1,57,3,0
22,0,0,0,0
61,1,26,6,0
26,1,3,10,0
80,0,52,6,0
84,1,14,4,0
23,1,0,9,0
72,1,8,5,0
74,1,42,1,0
48,1,19,2,0
29,1,7,5,0
21,0,3,5,1
52,0,2,5,0
67,1,34,5,0
81,1,20,1,1
33,1,8,4,0
46,1,4,9,1
24,1,1,6,0
22,1,4,6,1
18,0,0,5,1
49,1,31,4,0
74,0,29,6,0
66,1,30,7,0
32,1,5,0,0
68,1,2,8,0
22,0,4,5,0
63,0,9,4,1
82,0,54,8,0
81,0,37,1,0
22,0,3,1,0
78,0,54,1,0
47,0,2,4,0
76,1,12,1,0
75,1,33,2,0
67,0,7,10,0
32,1,10,4,0
40,0,18,10,0
50,0,15,7,0
68,1,2,0,0
68,1,30,10,1
85,1,25,0,0
23,1,5,8,0
47,1,7,2,0
60,1,2,7,0
79,1,59,1,0
73,1,10,10,0
82,0,2,9,1
77,0,20,7,0
47,0,9,1,1
72,0,12,4,0
71,1,49,9,1
27,0,6,2,0
36,1,2,2,0
41,1,22,5,0
25,1,5,3,0
72,1,13,1,0
74,0,19,2,1
59,1,17,0,0
51,0,18,0,1
20,0,2,10,0
52,1,1,0,0
21,1,1,10,0
80,1,25,8,0
41,0,20,0,1
22,0,1,7,1
29,0,7,3,0
71,1,40,3,0
28,0,1,4,0
58,0,20,5,0
33,1,8,2,0
64,1,35,4,0
57,1,26,4,1
79,1,47,1,0
76,1,25,6,0
64,1,36,1,0
33,0,7,3,0
48,1,23,10,0
53,0,30,3,0
18,0,0,4,0
25,0,4,4,0
48,1,26,6,0
32,1,12,6,1
83,0,55,3,0
25,1,7,4,1
84,1,58,10,0
75,0,5,0,0
77,0,3,6,1
52,0,21,4,0
51,0,10,6,1
43,0,1,5,1
47,1,11,5,0
63,1,25,6,0
34,1,3,3,0
61,1,12,8,0
61,0,30,4,1
79,0,36,2,1
19,1,0,6,1
52,0,16,5,0
83,0,29,1,0
82,1,18,10,1
49,1,28,1,0
50,1,4,10,0
71,0,37,8,0
33,1,4,6,0
73,0,40,3,1
64,0,7,0,0
72,1,31,8,0
73,0,1,1,0
66,1,22,4,0
60,1,9,2,0
64,0,42,0,0
53,0,6,3,0
41,0,5,6,0
69,0,42,4,0
51,0,15,0,1
79,1,34,10,0
67,1,40,2,0
45,0,15,4,0
78,0,5,8,0
20,0,0,1,1
35,1,0,5,0
59,1,16,3,0
74,1,14,4,0
22,1,0,6,0
28,1,5,1,1
69,1,9,2,0
69,0,27,0,0
53,0,19,6,0
64,0,2,3,0
68,0,44,8,0
22,0,3,4,0
40,0,14,7,0
85,0,41,5,0
26,0,7,10,0
71,0,27,6,0
58,1,14,9,0
40,0,9,1,0
80,0,30,6,0
52,1,17,1,0
82,0,16,10,0
18,0,0,7,0
56,0,7,1,0
62,0,41,8,0
80,1,35,0,0
80,0,14,2,0
22,1,2,10,0
70,0,20,10,0
58,0,27,8,1
46,0,1,1,0
34,1,11,3,0
83,0,51,0,0
52,1,3,4,0
43,1,7,8,0
66,1,17,10,1
54,0,4,0,0
68,1,8,5,0
28,1,0,0,1
74,0,42,1,0
57,0,24,9,1
47,0,20,10,0
61,1,30,10,0
21,1,3,4,0
48,1,3,3,0
40,0,20,9,0
81,1,29,5,0
48,0,10,0,0
18,1,0,5,0
82,1,46,2,0
79,1,34,6,0
63,1,15,4,0
54,0,24,5,0
34,0,1,3,0
73,0,38,5,1
29,0,3,5,1
31,1,0,8,0
82,1,45,1,0
67,1,37,6,0
73,0,47,2,1
29,0,1,7,0
37,1,11,0,0
65,0,26,2,0
54,0,36,2,0
63,1,32,2,0
25,1,7,10,0
40,1,7,3,0
50,0,28,9,1
50,0,25,1,0
79,1,46,3,1
45,0,14,1,1
62,0,0,8,0
60,0,11,1,0
22,0,1,1,0
82,0,44,10,1
83,1,60,0,0
83,0,38,2,1
37,0,16,7,0
39,1,19,8,0
49,1,2,1,0
57,1,29,0,0
63,0,44,2,0
26,0,8,10,0
59,1,1,8,1
28,0,4,1,0
29,1,3,9,0
72,0,22,2,0
25,1,7,6,0
48,0,29,1,0
79,1,60,10,1
68,0,38,4,0
68,0,36,8,0
24,0,0,9,0
25,1,2,3,0
67,1,29,0,0
21,0,2,8,0
27,0,6,10,1
56,0,2,1,0
70,0,20,1,0
71,1,17,0,0
74,1,13,0,0
73,1,0,9,0
30,1,5,10,1
73,1,31,1,0
32,1,1,2,0
65,1,46,6,0
53,0,4,2,0
64,1,24,9,0
62,1,29,4,1
83,0,43,5,0
21,1,2,4,0
56,0,35,7,0
33,0,6,5,0
61,1,19,0,0
21,0,3,1,0
60,1,30,5,1
75,0,16,8,1
46,1,1,10,0
36,1,1,1,0
42,1,11,0,0
50,0,31,4,0
51,0,32,4,0
67,0,41,5,0
30,0,2,5,0
53,1,35,0,0
43,0,9,1,0
83,0,2,5,0
32,1,8,8,0
44,1,4,9,1
78,0,37,9,0
54,1,30,7,1
59,0,30,8,0
37,0,16,1,0
57,0,14,9,0
81,1,58,2,0
81,1,63,8,0
85,1,0,2,0
60,0,28,10,0
78,1,19,5,1
39,0,10,8,0
45,0,1,5,0
48,1,22,8,0
77,1,9,0,0
46,0,24,4,1
22,0,0,8,0
75,1,6,8,1
72,0,6,6,0
28,1,9,8,0
25,0,3,1,0
46,1,22,1,0
59,1,35,3,0
85,1,50,0,0
52,0,6,4,0
26,0,8,10,0
66,0,4,8,0
54,1,19,9,0
40,1,17,0,1
60,1,22,3,0
78,0,41,1,0
29,1,2,10,0
34,1,9,7,0
66,0,48,2,0
75,0,4,1,0
79,0,46,3,0
48,0,26,6,0
64,1,42,1,1
55,0,34,7,0
29,0,0,2,1
30,1,6,9,1
44,1,13,7,0
48,0,18,3,0
78,0,29,4,1
44,0,19,10,1
59,1,3,0,0
33,0,12,10,0
38,0,8,8,0
50,0,10,2,0
22,0,3,8,0
66,0,23,2,0
49,1,23,10,0
82,0,55,0,0
48,1,23,2,0
37,1,11,2,0
44,0,5,7,0
48,0,22,0,1
37,1,7,1,0
38,1,5,1,1
64,1,17,5,0
67,0,30,7,0
46,0,11,1,1
73,1,15,4,1
78,1,22,1,1
58,0,32,6,0
80,1,49,4,0
68,0,6,10,0
49,0,31,6,0
65,1,26,1,0
37,1,2,4,0
26,0,5,4,0
78,0,24,7,0
32,0,8,4,0
64,1,34,6,0
53,0,3,0,0
83,0,39,9,0
44,0,11,7,0
57,0,10,8,1
70,0,16,8,1
34,1,0,0,0
77,1,50,3,1
75,0,37,6,0
54,0,13,10,0
44,0,16,10,0
61,1,0,8,0
44,1,5,9,0
49,1,25,10,0
29,0,2,2,0
63,1,16,3,0
64,1,37,9,0
60,0,24,4,0
84,1,5,7,0
31,1,5,2,1
52,0,32,7,0
39,0,7,3,0
30,0,0,7,0
31,1,9,7,0
18,0,0,9,0
75,0,26,6,0
40,0,10,1,0
21,0,0,3,0
34,1,11,6,1
85,1,53,7,0
57,0,6,2,0
23,0,1,7,0
65,1,35,10,0
77,1,23,9,0
34,0,2,8,0
32,0,0,6,0
78,0,21,0,0
59,0,12,0,0
57,0,0,9,0
85,0,65,0,1
56,1,20,0,0
27,1,3,6,0
36,1,11,6,0
75,1,32,1,0
19,0,0,3,0
68,1,47,9,0
50,0,16,8,0
18,1,0,6,0
32,1,9,2,0
26,1,0,9,0
85,0,23,7,0
82,1,61,0,0
53,0,27,9,0
64,0,41,3,0
46,1,18,9,1
84,0,44,8,0
48,0,21,1,1
57,1,1,3,0
44,0,18,8,0
56,1,24,1,0
27,0,2,10,0
52,1,34,4,0
51,1,23,5,0
83,0,46,4,0
51,0,8,0,1
25,0,0,9,1
67,0,23,1,0
83,0,42,6,1
41,1,15,9,1
85,1,5,8,0
69,1,9,8,0
29,1,7,6,0
24,0,5,6,0
19,1,0,7,0
75,1,57,0,0
69,0,26,3,0
33,0,13,0,0
63,0,3,0,0
73,0,51,7,0
20,1,0,1,0
49,0,29,4,0
51,0,14,4,0
32,1,9,4,0
74,0,19,2,0
34,1,12,2,1
73,0,28,9,0
37,1,15,3,0
25,1,5,3,0
55,1,13,4,0
71,0,30,6,1
68,1,48,3,0
68,0,6,1,0
63,1,32,0,0
24,0,1,0,1
69,0,17,2,0
74,0,49,9,0
47,1,12,1,1
74,0,17,7,0
82,0,35,10,1
54,0,34,9,0
54,0,25,5,0
45,0,4,8,0
35,0,13,0,0
38,1,7,6,0
19,1,1,9,0
51,1,15,10,0
63,1,9,9,0
42,1,17,1,0
82,0,62,3,0
18,0,0,6,0
66,1,40,1,0
69,1,7,7,0
30,1,12,8,0
80,0,17,7,0
23,1,0,7,1
79,1,12,7,0
33,1,11,5,0
31,0,4,3,0
30,1,8,0,0
61,1,41,3,0
39,0,6,5,0
64,0,26,3,1
74,1,15,10,0
48,1,27,9,0
65,0,8,4,0
22,1,1,7,0
59,0,18,3,0
61,1,26,6,0
34,0,12,2,0
30,0,9,0,0
24,0,0,4,1
77,1,0,1,1
50,0,12,9,0
28,1,3,8,0
38,1,4,4,0
31,0,1,4,1
72,0,10,6,0
55,0,6,4,1
31,0,9,2,0
69,0,14,9,0
39,0,9,9,0
51,1,10,7,1
40,0,0,9,1
25,0,2,8,0
53,0,35,3,0
84,1,36,3,0
69,0,22,5,0
36,1,16,8,0
83,1,48,3,1
19,0,1,9,1
53,1,11,0,0
54,1,34,4,0
59,1,24,9,0
19,1,1,4,1
50,0,27,3,0
33,1,8,8,0
84,0,19,5,0
18,1,0,7,0
71,1,36,6,0
71,1,44,6,0
39,0,13,9,0
67,1,23,1,0
52,1,8,6,0
22,0,3,6,1
32,0,12,8,0
23,0,1,5,0
25,1,4,3,1
23,1,2,2,0
63,1,21,0,0
56,1,25,7,0
19,0,1,3,1
61,0,40,6,0
39,0,7,2,1
80,0,30,2,0
64,1,19,9,0
85,0,42,9,0
62,0,12,2,0
32,1,6,6,0
35,1,2,6,0
65,1,0,2,1
23,1,0,5,1
64,1,29,6,0
44,0,16,2,0
41,1,4,7,1
53,0,27,10,0
41,1,0,5,0
37,0,3,7,1
30,0,9,8,0
18,1,0,0,0
71,0,24,4,0
75,1,10,2,0
60,0,25,8,0
63,0,14,5,0
66,0,42,9,1
27,0,0,8,0
68,1,46,6,0
18,1,0,3,0
60,0,8,10,1
42,0,9,10,0
40,0,12,4,0
47,0,16,7,0
47,0,10,0,0
44,1,0,9,0
48,0,30,10,0
44,0,1,10,0
54,1,29,5,1
65,0,39,2,0
43,0,20,2,0
60,1,30,6,0
34,0,16,9,0
18,0,0,1,1
44,0,20,4,0
50,0,28,0,0
24,0,0,5,0
28,1,5,4,0
68,1,42,9,0
64,1,11,2,0
80,0,47,3,1
80,1,13,3,0
78,0,58,8,1
20,0,1,10,0
58,1,22,5,0
51,0,19,0,0
32,1,0,9,0
38,0,10,1,1
40,0,22,4,0
28,0,8,6,0
80,0,35,1,0
49,1,28,7,0
57,0,21,4,0
76,1,39,0,0
67,0,9,5,0
51,1,9,8,0
46,0,11,3,0
44,1,21,5,0
53,1,32,10,0
68,1,25,4,0
57,0,1,6,0
19,0,0,2,0
32,0,9,3,0
41,1,21,6,1
27,0,9,1,0
31,0,1,7,0
32,0,13,6,1
31,1,2,9,0
31,0,7,1,1
29,1,8,6,1
45,1,11,1,0
75,0,47,3,0
23,0,1,3,0
67,0,10,2,0
26,0,1,8,0
72,0,13,9,0
30,1,2,9,0
26,0,4,10,0
31,0,0,5,0
27,1,4,3,1
76,0,3,3,0
29,1,8,10,0
56,1,14,9,0
34,1,2,4,0
35,0,7,7,1
68,0,12,6,0
30,1,9,6,0
58,1,16,5,0
36,0,16,4,1
32,1,10,1,0
23,0,2,2,0
77,1,52,6,0
50,1,28,10,0
24,1,4,6,0
76,0,32,2,1
81,1,20,0,0
39,1,20,5,0
66,1,20,5,0
79,0,5,0,0
80,1,17,7,1
78,1,33,0,1
23,0,4,1,0
20,0,1,5,0
42,0,9,10,1
19,1,0,1,0
82,1,54,1,0
68,0,42,1,0
25,1,1,2,1
41,1,17,1,0
27,0,9,6,1
44,0,12,9,1
74,0,54,6,0
34,1,7,1,0
32,0,11,2,0
77,1,27,8,0
82,1,33,2,0
30,0,7,4,0
66,1,11,1,0
39,1,10,4,1
80,1,9,6,0
53,1,34,2,0
28,0,7,0,0
53,1,2,0,0
47,0,23,3,0
70,1,1,1,0
31,0,11,4,0
72,0,44,9,0
32,0,8,4,0
64,1,13,8,1
68,0,14,9,1
77,0,26,4,1
57,0,2,9,0
66,0,48,9,0
25,0,7,6,0
50,0,27,2,0
73,1,39,2,0
50,0,17,3,0
84,0,25,6,1
42,1,0,4,0
18,0,0,2,0
63,0,9,9,0
62,1,5,9,0
19,1,0,4,0
78,0,37,9,1
56,0,7,8,0
71,1,52,0,0
79,0,29,6,1
28,0,5,8,0
43,0,18,0,0
47,1,26,9,0
83,0,3,5,1
57,0,23,6,0
73,1,27,10,0
70,1,34,8,0
36,1,11,7,0
40,0,17,3,0
76,1,36,2,0
74,1,3,0,0
74,1,14,6,1
82,1,44,7,1
66,1,31,0,0
68,1,2,5,0
39,0,16,0,1
49,0,19,3,0
31,0,10,9,0
47,0,5,2,1
29,1,4,8,0
18,0,0,0,0
82,0,29,8,0
31,1,4,10,0
56,1,32,9,0
20,1,2,10,0
38,1,1,8,0
63,1,29,4,0
44,0,9,6,0
83,0,63,1,0
22,1,2,2,0
38,0,19,7,1
79,0,52,5,0
41,1,9,7,0
73,1,4,0,0
33,0,10,1,1
58,1,19,2,0
44,1,3,9,0
20,0,1,10,0
30,0,7,5,1
63,1,28,9,0
76,1,50,5,1
40,1,0,2,1
58,1,6,0,0
19,1,0,3,0
29,0,1,9,0
35,1,2,0,0
79,0,15,1,0
37,0,6,6,0
49,1,29,10,0
36,0,10,9,0
22,1,1,1,0
46,0,15,4,0
57,0,30,7,0
81,1,21,6,0
58,1,39,0,0
34,1,10,8,0
60,1,39,3,0
78,1,48,7,0
74,0,27,0,0
35,1,8,9,0
34,0,0,6,0
60,1,12,1,0
44,0,2,7,0
64,0,43,4,0
37,1,2,6,0
83,0,7,5,0
70,1,3,7,0
64,0,23,0,0
26,1,0,1,0
24,0,2,7,0
55,1,32,5,1
85,1,60,7,0
82,1,50,7,0
41,0,5,7,0
77,0,9,0,0
81,0,32,1,0
74,0,10,6,0
81,1,21,2,0
85,1,26,1,0
82,0,42,7,0
82,1,26,7,0
33,0,8,8,1
51,1,20,5,0
24,0,2,6,1
28,1,6,10,0
66,1,2,4,0
67,1,11,4,0
41,0,14,0,0
69,0,1,5,0
50,1,14,6,1
25,0,6,9,0
44,1,5,3,0
79,1,8,2,0
32,1,9,6,1
36,1,5,7,0
31,1,13,0,1
36,0,5,8,0
23,0,1,6,0
25,0,3,0,0
47,1,13,4,0
77,1,29,1,0
39,0,11,2,0
83,1,32,10,0
63,1,33,1,0
66,1,20,2,0
21,0,0,6,0
54,1,0,6,0
65,1,9,2,1
22,0,1,6,0
30,1,6,4,1
30,0,11,4,1
57,1,15,4,0
46,0,3,10,0
38,1,16,1,0
56,1,34,4,0
64,1,34,10,0
48,1,24,5,0
78,1,38,4,1
64,0,28,1,0
82,0,37,8,0
39,0,2,9,0
29,1,10,8,1
30,1,3,4,0
65,1,44,0,0
39,1,7,5,0
40,1,21,3,1
24,1,2,4,0
53,1,19,8,0
53,0,33,2,0
27,0,0,7,1
64,0,42,9,0
83,1,24,6,1
30,1,3,6,0
60,0,27,1,0
32,0,7,5,0
74,1,20,9,0
69,0,6,1,0
85,1,64,4,0
64,0,19,5,0
51,1,21,7,0
77,0,2,7,0
35,1,15,0,1
38,0,6,7,0
39,0,11,8,0
61,1,8,7,0
43,0,8,6,0
26,1,8,8,0
19,1,0,3,1
51,1,1,7,0
41,0,15,6,0
81,1,28,0,0
47,0,27,4,0
75,1,0,7,1
57,0,16,5,0
22,0,4,2,0
56,1,33,8,0
61,0,28,4,0
19,1,1,7,0
61,1,43,8,0
40,1,5,1,0
61,0,3,0,0
41,1,14,10,1
57,0,27,5,0
69,0,43,2,0
41,1,14,9,1
22,1,3,4,0
20,1,0,5,1
56,0,19,8,0
84,0,33,9,0
22,0,4,1,0
78,0,54,8,1
41,1,11,9,0
38,1,0,9,0
58,0,22,1,0
66,1,3,0,0
29,0,8,9,0
79,0,55,6,0
71,1,53,0,0
47,1,7,7,0
