type,brand,car_spaces,passengers,antiquity,drive_permission,electric
Van,Seat,7,6,16,1,0
Motorbyke,Derbi,1,1,9,1,0
Van,Nissan,7,7,20,1,0
Lorry,Agrale,3,1,28,1,0
Car,Renault,2,2,21,1,0
Motorbyke,Ducati,1,1,16,1,0
Tractor,Valtra,2,2,23,1,0
Without_carnet,Chatenet,1,1,8,0,0
Lorry,Volvo,3,1,19,1,0
Van,Seat,5,5,6,1,0
Car,Bugatti,5,5,0,1,1
Motorbyke,Yamaha,2,1,4,1,0
Tractor,Valtra,1,1,21,1,0
Motorbyke,Kawasaki,1,1,4,1,0
Lorry,Mercedes-Benz,3,3,20,1,0
Without_carnet,Microcar,1,1,5,0,0
Van,Iveco,7,7,30,1,1
Lorry,Agrale,3,1,19,1,0
Without_carnet,Chatenet,1,1,26,0,0
Motorbyke,Harley Davidson,1,1,30,1,0
Tractor,Claas,1,1,10,1,0
Van,Iveco,6,6,11,1,1
Van,Ford,5,5,0,1,0
Motorbyke,Harley Davidson,1,1,16,1,0
Van,Volkswagen,7,7,5,1,1
Motorbyke,Kawasaki,1,1,3,1,1
Van,Mercedes-Benz,6,5,5,1,0
Car,KIA,3,1,27,1,0
Tractor,Claas,2,1,24,1,0
Lorry,Iveco,3,1,27,1,0
Van,Peugeot,5,5,18,1,0
Van,Fiat,7,7,26,1,0
Van,Volkswagen,8,6,22,1,0
Without_carnet,Ligier,2,2,1,0,0
Motorbyke,Kawasaki,2,2,30,1,0
Motorbyke,Yamaha,2,2,3,1,0
Van,Toyota,6,6,23,1,0
Van,Iveco,5,5,20,1,0
Lorry,Volvo,3,2,5,1,0
Car,Infiniti,4,1,27,1,0
Without_carnet,Microcar,2,2,5,0,0
Car,BMW,5,2,19,1,0
Car,Cadillac,5,3,18,1,0
Motorbyke,Vespa,1,1,26,1,0
Without_carnet,Microcar,1,1,27,0,1
Tractor,Case,1,1,20,1,0
Car,Honda,2,2,0,1,0
Tractor,Massey Ferguson,2,2,17,1,0
Lorry,Volvo,3,3,27,1,0
Without_carnet,Aixam,2,1,9,0,0
Without_carnet,Ligier,2,1,7,0,0
Without_carnet,Chatenet,1,1,23,0,0
Car,Citroen,5,3,27,1,0
Without_carnet,Ligier,1,1,1,0,0
Car,Aston Martin,3,3,29,1,0
Car,Porsche,3,3,15,1,0
Tractor,Massey Ferguson,1,1,1,1,0
Lorry,Agrale,3,1,27,1,0
Tractor,Claas,2,2,28,1,0
Motorbyke,KTM,2,2,13,1,0
Van,Peugeot,7,6,4,1,0
Car,Pagani,2,2,14,1,0
Tractor,Lanz Bulldog,2,1,0,1,0
Tractor,Massey Ferguson,1,1,26,1,0
Motorbyke,KTM,1,1,28,1,0
Motorbyke,Yamaha,1,1,5,1,0
Lorry,Pegaso,3,2,4,1,0
Motorbyke,Yamaha,1,1,5,1,0
Van,Peugeot,5,5,3,1,0
Lorry,Volvo,3,1,27,1,0
Van,Ford,6,5,25,1,0
Motorbyke,Harley Davidson,2,1,19,1,1
Motorbyke,Kawasaki,2,1,18,1,0
Motorbyke,KTM,2,2,4,1,0
Tractor,Valtra,2,2,10,1,0
Without_carnet,Ligier,2,2,14,0,0
Lorry,Mercedes-Benz,3,3,29,1,0
Tractor,Case,2,2,15,1,0
Van,Renault,6,6,30,1,0
Motorbyke,KTM,1,1,3,1,0
Motorbyke,Derbi,2,2,5,1,0
Tractor,Valtra,2,2,25,1,0
Car,Toyota,5,3,28,1,0
Car,Maserati,5,2,22,1,0
Car,KIA,5,5,19,1,0
Motorbyke,Kawasaki,2,2,6,1,0
Van,Fiat,6,6,16,1,0
Motorbyke,Ducati,2,2,5,1,0
Tractor,Fendt,2,2,20,1,0
Van,Citroen,8,7,2,1,0
Motorbyke,Kawasaki,2,1,27,1,0
Lorry,Mercedes-Benz,3,2,12,1,0
Lorry,Volvo,3,2,16,1,0
Motorbyke,Derbi,2,1,25,1,0
Van,Fiat,8,6,10,1,0
Tractor,John Deere,2,2,2,1,0
Tractor,Fendt,2,2,20,1,0
Motorbyke,Yamaha,2,2,20,1,0
Van,Opel,8,8,16,1,0
Lorry,Agrale,3,2,1,1,0
Motorbyke,Yamaha,1,1,29,1,0
Car,BMW,5,2,19,1,0
Motorbyke,Vespa,2,2,13,1,0
Car,Mitsubishi,5,5,29,1,0
Tractor,Claas,2,2,8,1,0
Without_carnet,Aixam,1,1,15,0,0
Tractor,Ford,1,1,25,1,0
Car,Toyota,3,2,26,1,1
Without_carnet,Ligier,2,1,3,0,0
Van,Opel,5,5,2,1,0
Van,Toyota,6,6,29,1,0
Lorry,Mercedes-Benz,3,1,21,1,0
Van,Citroen,6,5,19,1,0
Lorry,Volvo,3,2,22,1,0
Without_carnet,Ligier,1,1,18,0,0
Car,Lexus,2,2,11,1,0
Lorry,Volvo,3,2,24,1,0
Car,Infiniti,5,5,8,1,0
Motorbyke,Aprilia,2,1,8,1,1
Lorry,Volvo,3,1,18,1,0
Tractor,Massey Ferguson,2,1,24,1,0
Tractor,Ford,1,1,22,1,0
Motorbyke,Derbi,1,1,4,1,0
Van,Renault,5,5,24,1,0
Van,Ford,7,5,10,1,0
Lorry,Volvo,3,1,26,1,0
Lorry,Agrale,3,2,7,1,0
Without_carnet,Microcar,1,1,23,0,1
Tractor,Valtra,1,1,27,1,0
Tractor,Lanz Bulldog,2,2,28,1,0
Van,Mercedes-Benz,5,5,0,1,0
Motorbyke,Yamaha,1,1,0,1,1
Without_carnet,Chatenet,2,2,22,0,0
Motorbyke,Ducati,2,2,5,1,0
Without_carnet,Chatenet,1,1,24,0,0
Tractor,Case,1,1,15,1,0
Motorbyke,Kawasaki,1,1,17,1,1
Van,Peugeot,6,6,2,1,0
Lorry,Mercedes-Benz,3,3,28,1,0
Without_carnet,Chatenet,1,1,29,0,0
Without_carnet,Ligier,2,1,23,0,0
Without_carnet,Chatenet,2,2,11,0,0
Motorbyke,Aprilia,1,1,11,1,0
Tractor,Lanz Bulldog,1,1,21,1,0
Tractor,John Deere,2,1,19,1,0
Lorry,Mercedes-Benz,3,1,30,1,0
Without_carnet,Microcar,2,2,13,0,0
Tractor,Valtra,2,2,7,1,0
Without_carnet,Chatenet,1,1,24,0,0
Car,Dodge,3,3,8,1,1
Without_carnet,Microcar,2,1,15,0,0
Lorry,Mercedes-Benz,3,2,23,1,0
Motorbyke,Yamaha,1,1,17,1,0
Without_carnet,Microcar,1,1,25,0,0
Without_carnet,Chatenet,2,1,19,0,0
Lorry,Iveco,3,1,26,1,1
Without_carnet,Ligier,2,1,7,0,0
Motorbyke,Kawasaki,2,1,3,1,0
Van,Dacia,6,5,27,1,0
Motorbyke,Derbi,2,1,30,1,1
Car,Mercedes-Benz,5,1,13,1,0
Van,Citroen,5,5,15,1,0
Car,Acura,3,3,30,1,0
Tractor,Ford,2,2,8,1,0
Car,Mitsubishi,2,1,2,1,0
Motorbyke,Harley Davidson,1,1,17,1,0
Without_carnet,Ligier,1,1,13,0,0
Without_carnet,Ligier,2,2,5,0,0
Car,Tesla,2,2,30,1,0
Without_carnet,Chatenet,1,1,11,0,0
Without_carnet,Chatenet,2,1,4,0,0
Van,Toyota,6,6,27,1,0
Without_carnet,Chatenet,2,1,7,0,0
Motorbyke,Kawasaki,1,1,18,1,0
Car,Ferrari,2,2,16,1,0
Motorbyke,Yamaha,1,1,12,1,0
Lorry,Mercedes-Benz,3,1,26,1,0
Lorry,Iveco,3,1,24,1,0
Lorry,Volvo,3,3,4,1,0
Motorbyke,Ducati,1,1,17,1,0
Without_carnet,Microcar,2,1,23,0,0
Without_carnet,Chatenet,1,1,25,0,0
Car,KIA,5,4,30,1,0
Van,Peugeot,7,7,16,1,0
Motorbyke,KTM,2,2,26,1,0
Without_carnet,Microcar,2,2,27,0,0
Tractor,Lanz Bulldog,2,1,17,1,0
Car,Hyunday,2,2,14,1,0
Van,Renault,7,7,11,1,0
Lorry,Mercedes-Benz,3,1,5,1,0
Tractor,Fendt,1,1,5,1,0
Motorbyke,Ducati,1,1,8,1,0
Lorry,Volvo,3,1,4,1,0
Motorbyke,Harley Davidson,2,1,9,1,0
Motorbyke,Kawasaki,2,1,8,1,0
Tractor,Fendt,2,2,12,1,0
Motorbyke,Kawasaki,1,1,3,1,0
Motorbyke,Aprilia,1,1,1,1,0
Tractor,John Deere,2,1,4,1,0
Van,Toyota,8,7,25,1,0
Without_carnet,Microcar,2,1,11,0,0
Car,Toyota,5,1,8,1,0
Van,Volkswagen,8,6,23,1,0
Without_carnet,Ligier,2,1,21,0,0
Car,Bugatti,3,1,17,1,0
Lorry,Mercedes-Benz,3,1,27,1,0
Motorbyke,Harley Davidson,2,1,0,1,0
Van,Opel,6,6,15,1,1
Tractor,Massey Ferguson,1,1,8,1,0
Van,Toyota,6,6,6,1,0
Tractor,Ford,1,1,1,1,0
Car,Chrysler,5,3,17,1,0
Without_carnet,Microcar,2,1,10,0,0
Van,Iveco,8,6,18,1,0
Without_carnet,Ligier,2,2,15,0,0
Without_carnet,Microcar,1,1,15,0,0
Motorbyke,KTM,1,1,17,1,0
Van,Mercedes-Benz,6,5,23,1,1
Car,Dodge,2,1,8,1,0
Lorry,Mercedes-Benz,3,1,3,1,0
Van,Mercedes-Benz,5,5,21,1,0
Tractor,Ford,1,1,16,1,0
Without_carnet,Microcar,2,1,9,0,0
Van,Nissan,5,5,16,1,0
Tractor,Ford,2,2,17,1,0
Motorbyke,Yamaha,2,2,1,1,0
Lorry,Iveco,3,1,17,1,0
Lorry,Mercedes-Benz,3,3,15,1,0
Car,Citroen,2,2,13,1,0
Lorry,Iveco,3,1,14,1,1
Car,Mercedes-Benz,5,4,14,1,0
Lorry,Agrale,3,2,4,1,0
Lorry,Pegaso,3,2,1,1,0
Without_carnet,Microcar,1,1,18,0,0
Car,Mercedes-Benz,4,3,25,1,0
Tractor,Case,1,1,18,1,0
Motorbyke,Harley Davidson,2,1,0,1,0
Without_carnet,Microcar,1,1,10,0,0
Tractor,John Deere,1,1,30,1,0
Tractor,New Holland,2,1,6,1,0
Car,Pagani,2,1,7,1,0
Car,Renault,5,2,6,1,0
Without_carnet,Ligier,1,1,13,0,0
Motorbyke,Ducati,1,1,2,1,0
Motorbyke,Kawasaki,2,2,29,1,0
Motorbyke,Yamaha,2,2,30,1,1
Without_carnet,Chatenet,1,1,0,0,1
Motorbyke,Kawasaki,1,1,22,1,0
Car,Bugatti,3,1,20,1,0
Tractor,Case,1,1,4,1,0
Lorry,Iveco,3,1,3,1,0
Van,Iveco,7,6,14,1,0
Car,Opel,4,3,4,1,0
Tractor,Fendt,2,2,28,1,0
Without_carnet,Microcar,1,1,9,0,0
Motorbyke,Harley Davidson,2,1,26,1,0
Van,Renault,7,7,28,1,1
Tractor,New Holland,2,1,17,1,0
Van,Nissan,6,5,6,1,0
Lorry,Pegaso,3,1,17,1,0
Motorbyke,Derbi,1,1,26,1,0
Car,Cadillac,3,3,28,1,0
Lorry,Volvo,3,1,21,1,0
Van,Dacia,5,5,9,1,1
Lorry,Iveco,3,2,15,1,0
Car,Jeep,4,2,8,1,0
Car,Pagani,5,1,30,1,0
Car,Alfa Romeo,3,3,10,1,0
Without_carnet,Microcar,2,1,23,0,0
Van,Renault,5,5,0,1,0
Tractor,New Holland,2,2,1,1,0
Van,Mercedes-Benz,7,7,29,1,0
Van,Fiat,5,5,0,1,0
Lorry,Mercedes-Benz,3,1,7,1,0
Tractor,Lanz Bulldog,2,2,11,1,0
Tractor,Valtra,1,1,1,1,0
Van,Dacia,6,5,9,1,0
Van,Opel,7,5,7,1,0
Car,Lexus,5,1,29,1,0
Van,Peugeot,6,6,21,1,0
Car,Chevrolet,5,3,19,1,0
Motorbyke,Vespa,1,1,30,1,0
Car,Jeep,3,3,3,1,0
Van,Toyota,7,5,25,1,0
Car,Bugatti,2,1,21,1,0
Motorbyke,Harley Davidson,1,1,18,1,0
Without_carnet,Aixam,2,2,7,0,0
Tractor,Case,2,2,2,1,0
Lorry,Volvo,3,3,12,1,0
Car,Porsche,2,2,1,1,0
Lorry,Agrale,3,2,19,1,0
Without_carnet,Aixam,2,1,3,0,0
Motorbyke,Ducati,2,2,20,1,0
Motorbyke,KTM,1,1,17,1,0
Without_carnet,Microcar,2,1,2,0,0
Van,Renault,7,6,18,1,0
Tractor,John Deere,1,1,9,1,0
Tractor,Case,2,1,25,1,0
Motorbyke,KTM,2,1,29,1,0
Tractor,Massey Ferguson,2,1,1,1,0
Tractor,Massey Ferguson,2,2,9,1,0
Car,Hyunday,2,1,2,1,0
Without_carnet,Aixam,2,1,29,0,0
Without_carnet,Aixam,2,2,0,0,0
Motorbyke,Derbi,1,1,24,1,0
Lorry,Mercedes-Benz,3,1,15,1,0
Car,Nissan,4,1,16,1,0
Van,Fiat,7,7,18,1,1
Without_carnet,Chatenet,2,1,15,0,0
Motorbyke,Derbi,2,1,30,1,0
Lorry,Pegaso,3,3,20,1,0
Van,Fiat,5,5,9,1,0
Without_carnet,Microcar,2,2,6,0,0
Without_carnet,Microcar,1,1,12,0,0
Van,Iveco,6,6,24,1,0
Car,Hyunday,5,4,1,1,0
Without_carnet,Aixam,1,1,9,0,0
Motorbyke,Aprilia,2,1,9,1,0
Motorbyke,Harley Davidson,2,1,14,1,0
Tractor,Massey Ferguson,1,1,26,1,0
Car,Chrysler,5,5,12,1,0
Car,BMW,2,2,17,1,1
Without_carnet,Chatenet,1,1,17,0,0
Car,Pagani,3,3,15,1,0
Without_carnet,Aixam,1,1,22,0,0
Tractor,Claas,2,1,20,1,0
Car,Toyota,5,1,9,1,1
Lorry,Mercedes-Benz,3,1,20,1,0
Without_carnet,Chatenet,1,1,0,0,0
Without_carnet,Ligier,1,1,14,0,0
Car,KIA,2,2,21,1,0
Motorbyke,Aprilia,1,1,14,1,0
Tractor,Claas,2,2,8,1,0
Tractor,Fendt,1,1,29,1,0
Motorbyke,Aprilia,1,1,27,1,0
Lorry,Pegaso,3,2,7,1,0
Without_carnet,Aixam,2,2,3,0,0
Without_carnet,Chatenet,1,1,12,0,0
Car,Dodge,2,2,15,1,0
Tractor,Massey Ferguson,1,1,4,1,0
Tractor,John Deere,1,1,1,1,0
Car,Cadillac,5,5,9,1,1
Car,Volkswagen,3,3,8,1,0
Without_carnet,Aixam,1,1,17,0,0
Van,Volkswagen,8,8,20,1,0
Car,Infiniti,4,4,19,1,0
Motorbyke,Kawasaki,2,1,17,1,0
Lorry,Mercedes-Benz,3,2,1,1,0
Motorbyke,Yamaha,1,1,11,1,1
Lorry,Volvo,3,1,16,1,0
Tractor,Valtra,1,1,3,1,0
Tractor,Massey Ferguson,1,1,20,1,0
Van,Seat,7,6,29,1,0
Car,KIA,5,5,29,1,1
Lorry,Volvo,3,1,27,1,0
Tractor,Claas,2,1,30,1,0
Tractor,New Holland,2,2,14,1,0
Motorbyke,Derbi,2,2,23,1,0
Tractor,New Holland,2,2,21,1,0
Car,Maserati,5,5,24,1,0
Van,Seat,5,5,27,1,1
Motorbyke,Derbi,1,1,1,1,0
Van,Peugeot,5,5,28,1,0
Motorbyke,Vespa,2,2,4,1,0
Lorry,Volvo,3,1,26,1,1
Car,Tesla,5,1,12,1,0
Tractor,Lanz Bulldog,1,1,11,1,0
Without_carnet,Microcar,1,1,23,0,0
Lorry,Iveco,3,3,16,1,0
Motorbyke,Yamaha,1,1,18,1,0
Tractor,Case,2,2,24,1,1
Lorry,Pegaso,3,1,20,1,0
Van,Iveco,5,5,1,1,0
Car,Toyota,4,3,6,1,0
Lorry,Pegaso,3,2,1,1,0
Motorbyke,KTM,1,1,24,1,0
Without_carnet,Aixam,2,1,15,0,0
Car,Citroen,4,2,20,1,0
Tractor,Lanz Bulldog,1,1,7,1,0
Without_carnet,Aixam,1,1,4,0,1
Motorbyke,KTM,1,1,12,1,0
Lorry,Pegaso,3,1,7,1,0
Van,Peugeot,8,7,0,1,0
Van,Mercedes-Benz,8,5,22,1,0
Lorry,Mercedes-Benz,3,2,6,1,0
Motorbyke,KTM,1,1,7,1,0
Car,BMW,4,3,12,1,0
Lorry,Iveco,3,3,0,1,0
Motorbyke,Kawasaki,2,2,22,1,0
Tractor,New Holland,1,1,24,1,0
Car,Renault,5,4,0,1,0
Motorbyke,Kawasaki,2,2,1,1,1
Van,Iveco,6,5,13,1,1
Motorbyke,Kawasaki,1,1,2,1,0
Without_carnet,Aixam,1,1,7,0,0
Motorbyke,Ducati,2,2,0,1,0
Motorbyke,Kawasaki,2,2,24,1,0
Without_carnet,Chatenet,1,1,23,0,0
Lorry,Volvo,3,1,6,1,0
Without_carnet,Ligier,2,2,12,0,0
Lorry,Iveco,3,1,18,1,0
Without_carnet,Chatenet,2,1,0,0,1
Without_carnet,Microcar,1,1,22,0,0
Van,Iveco,6,6,15,1,0
Van,Peugeot,8,6,19,1,0
Car,Bugatti,3,2,12,1,0
Motorbyke,Kawasaki,2,2,21,1,0
Motorbyke,Aprilia,2,2,16,1,0
Van,Seat,8,6,4,1,1
Tractor,Case,1,1,29,1,0
Without_carnet,Chatenet,2,2,7,0,0
Car,Toyota,2,1,17,1,0
Lorry,Agrale,3,1,16,1,0
Tractor,Ford,1,1,19,1,0
Car,Land Rover,3,2,19,1,1
Van,Peugeot,7,7,30,1,0
Motorbyke,Ducati,1,1,29,1,0
Motorbyke,KTM,1,1,17,1,0
Van,Nissan,7,7,13,1,1
Lorry,Mercedes-Benz,3,3,2,1,0
Car,Ford,5,2,13,1,0
Van,Peugeot,7,7,3,1,0
Car,Acura,5,2,11,1,0
Car,KIA,5,2,16,1,0
Van,Citroen,5,5,21,1,0
Lorry,Volvo,3,3,28,1,0
Car,Cadillac,3,1,22,1,0
Motorbyke,Aprilia,2,1,23,1,1
Without_carnet,Ligier,1,1,30,0,0
Tractor,John Deere,2,2,6,1,0
Lorry,Pegaso,3,1,10,1,0
Lorry,Iveco,3,2,26,1,0
Van,Mercedes-Benz,7,6,29,1,0
Car,Tesla,3,3,23,1,0
Without_carnet,Ligier,2,1,16,0,0
Lorry,Volvo,3,1,12,1,0
Without_carnet,Ligier,1,1,7,0,0
Motorbyke,Yamaha,2,2,29,1,0
Van,Fiat,8,5,22,1,1
Without_carnet,Ligier,2,1,7,0,0
Motorbyke,Aprilia,2,1,15,1,0
Lorry,Agrale,3,2,7,1,0
Motorbyke,KTM,2,2,26,1,0
Car,Land Rover,4,4,27,1,0
Motorbyke,Harley Davidson,2,1,14,1,0
Without_carnet,Microcar,1,1,21,0,1
Car,Chrysler,5,2,9,1,0
Lorry,Pegaso,3,3,6,1,0
Without_carnet,Aixam,1,1,19,0,0
Car,Citroen,4,1,23,1,0
Tractor,John Deere,2,1,3,1,0
Tractor,Fendt,1,1,0,1,0
Lorry,Volvo,3,3,5,1,0
Van,Iveco,5,5,12,1,0
Car,Volkswagen,4,2,9,1,0
Van,Iveco,6,5,13,1,0
Lorry,Mercedes-Benz,3,1,13,1,0
Lorry,Mercedes-Benz,3,1,18,1,0
Without_carnet,Chatenet,1,1,16,0,0
Lorry,Mercedes-Benz,3,2,3,1,0
Van,Toyota,8,6,13,1,0
Motorbyke,Ducati,1,1,28,1,0
Without_carnet,Chatenet,2,1,9,0,0
Without_carnet,Aixam,1,1,20,0,0
Without_carnet,Microcar,1,1,24,0,0
Motorbyke,Yamaha,2,2,5,1,1
Tractor,Fendt,1,1,8,1,0
Tractor,Fendt,1,1,10,1,0
Van,Opel,5,5,10,1,0
Motorbyke,Kawasaki,2,2,25,1,0
Motorbyke,Kawasaki,1,1,9,1,0
Lorry,Mercedes-Benz,3,1,15,1,1
Without_carnet,Ligier,1,1,30,0,0
Without_carnet,Microcar,1,1,18,0,0
Lorry,Iveco,3,3,14,1,0
Lorry,Volvo,3,2,30,1,0
Van,Opel,6,5,18,1,0
Motorbyke,KTM,1,1,11,1,0
Motorbyke,Aprilia,2,2,19,1,0
Without_carnet,Chatenet,1,1,16,0,0
Without_carnet,Aixam,1,1,2,0,0
Tractor,John Deere,1,1,5,1,0
Lorry,Agrale,3,3,11,1,0
Tractor,Claas,1,1,28,1,0
Van,Opel,8,6,15,1,0
Car,Aston Martin,5,1,28,1,0
Lorry,Pegaso,3,1,23,1,0
Without_carnet,Aixam,2,2,16,0,0
Van,Mercedes-Benz,6,6,3,1,0
Tractor,Claas,1,1,0,1,0
Lorry,Pegaso,3,2,20,1,0
Van,Citroen,6,5,11,1,0
Van,Citroen,7,6,2,1,0
Car,Porsche,5,4,8,1,0
Car,McLaren,2,1,0,1,0
Tractor,Case,2,2,7,1,0
Van,Fiat,5,5,27,1,0
Motorbyke,KTM,2,2,29,1,0
Van,Fiat,8,8,12,1,0
Tractor,New Holland,2,1,25,1,0
Tractor,Claas,1,1,27,1,0
Lorry,Agrale,3,3,24,1,0
Tractor,Claas,1,1,27,1,0
Van,Peugeot,8,7,17,1,0
Without_carnet,Microcar,1,1,28,0,0
Lorry,Pegaso,3,3,17,1,0
Motorbyke,Ducati,2,2,21,1,0
Van,Opel,8,5,27,1,0
Lorry,Volvo,3,3,22,1,0
Van,Volkswagen,7,6,27,1,1
Van,Ford,5,5,13,1,0
Lorry,Mercedes-Benz,3,3,17,1,1
Van,Volkswagen,7,7,0,1,0
Motorbyke,Yamaha,2,2,13,1,0
Van,Peugeot,5,5,1,1,0
Tractor,Claas,1,1,7,1,0
Motorbyke,Yamaha,2,1,15,1,0
Without_carnet,Chatenet,1,1,23,0,0
Van,Renault,6,6,17,1,0
Car,Opel,5,2,0,1,0
Car,BMW,3,1,3,1,0
Tractor,Ford,2,2,5,1,0
Lorry,Pegaso,3,1,9,1,0
Car,Tesla,5,5,5,1,0
Car,Ford,3,1,18,1,0
Van,Fiat,5,5,4,1,0
Lorry,Iveco,3,1,12,1,0
Lorry,Pegaso,3,2,28,1,0
Car,Chevrolet,4,4,15,1,0
Without_carnet,Aixam,1,1,20,0,0
Van,Fiat,8,6,5,1,0
Car,Dodge,2,2,13,1,0
Without_carnet,Aixam,1,1,14,0,0
Lorry,Volvo,3,1,9,1,0
Lorry,Agrale,3,1,5,1,0
Motorbyke,Derbi,1,1,25,1,0
Car,Aston Martin,2,2,30,1,0
Van,Toyota,5,5,4,1,0
Lorry,Volvo,3,2,21,1,0
Car,Pagani,4,2,5,1,1
Lorry,Agrale,3,3,27,1,0
Without_carnet,Microcar,2,2,12,0,0
Motorbyke,Harley Davidson,2,2,3,1,0
Van,Peugeot,8,7,7,1,0
Lorry,Iveco,3,1,17,1,0
Van,Ford,6,5,17,1,0
Tractor,Claas,2,1,0,1,0
Motorbyke,Aprilia,2,1,6,1,0
Motorbyke,Yamaha,1,1,22,1,0
Lorry,Pegaso,3,3,27,1,0
Motorbyke,Kawasaki,1,1,13,1,0
Without_carnet,Microcar,2,1,25,0,0
Without_carnet,Chatenet,1,1,7,0,0
Motorbyke,KTM,1,1,26,1,0
Lorry,Pegaso,3,1,12,1,0
Tractor,Fendt,2,2,0,1,1
Motorbyke,KTM,1,1,27,1,0
Car,Fiat,2,2,13,1,0
Car,Lexus,2,1,1,1,0
Lorry,Volvo,3,2,6,1,0
Tractor,Ford,2,2,14,1,0
Car,Mercedes-Benz,5,2,28,1,0
Tractor,Case,1,1,18,1,0
Car,Toyota,3,2,12,1,0
Tractor,Case,2,1,3,1,0
Motorbyke,Vespa,2,2,18,1,0
Lorry,Pegaso,3,3,19,1,0
Lorry,Volvo,3,3,4,1,0
Without_carnet,Ligier,2,1,15,0,0
Without_carnet,Ligier,2,1,15,0,0
Lorry,Mercedes-Benz,3,3,11,1,0
Van,Iveco,5,5,12,1,0
Car,Ford,2,1,2,1,0
Lorry,Iveco,3,3,27,1,0
Car,Audi,2,1,5,1,0
Van,Citroen,7,5,10,1,0
Tractor,Massey Ferguson,2,2,5,1,0
Motorbyke,Kawasaki,2,2,30,1,0
Car,Maserati,3,2,11,1,0
Van,Nissan,8,6,30,1,0
Tractor,Fendt,2,2,8,1,0
Motorbyke,Harley Davidson,1,1,27,1,0
Van,Volkswagen,5,5,11,1,0
Car,Koenigsegg,3,2,15,1,0
Car,Aston Martin,5,1,16,1,0
Without_carnet,Chatenet,1,1,29,0,0
Without_carnet,Chatenet,1,1,27,0,0
Motorbyke,Vespa,1,1,30,1,0
Without_carnet,Ligier,1,1,23,0,0
Motorbyke,Kawasaki,2,1,22,1,0
Motorbyke,Ducati,2,1,24,1,0
Motorbyke,Vespa,1,1,3,1,0
Car,Suzuki,2,2,24,1,0
Without_carnet,Aixam,1,1,0,0,1
Tractor,Claas,1,1,0,1,1
Lorry,Volvo,3,1,0,1,0
Car,Toyota,5,2,8,1,1
Car,Porsche,2,2,27,1,0
Lorry,Pegaso,3,2,3,1,1
Motorbyke,Aprilia,1,1,10,1,1
Lorry,Agrale,3,1,4,1,0
Car,Mercedes-Benz,4,2,9,1,0
Lorry,Agrale,3,3,15,1,0
Car,Acura,2,1,1,1,0
Lorry,Iveco,3,3,2,1,0
Car,Fiat,2,2,26,1,0
Van,Iveco,8,6,13,1,0
Tractor,Case,2,2,29,1,0
Van,Fiat,7,7,29,1,1
Lorry,Agrale,3,2,15,1,0
Van,Citroen,7,6,29,1,0
Lorry,Agrale,3,1,20,1,0
Car,Renault,3,1,19,1,1
Tractor,Deutz,2,1,27,1,0
Lorry,Pegaso,3,3,25,1,0
Tractor,Case,2,1,14,1,0
Without_carnet,Aixam,1,1,1,0,1
Tractor,Valtra,2,2,22,1,1
Tractor,Fendt,2,1,11,1,0
Without_carnet,Chatenet,2,1,21,0,0
Tractor,Fendt,1,1,27,1,0
Van,Nissan,5,5,15,1,0
Lorry,Volvo,3,3,1,1,0
Without_carnet,Microcar,2,2,30,0,0
Lorry,Mercedes-Benz,3,2,24,1,0
Without_carnet,Ligier,2,1,1,0,0
Car,Ford,5,1,9,1,0
Car,Saab,2,1,23,1,0
Car,BMW,5,3,18,1,0
Tractor,Claas,1,1,25,1,0
Van,Iveco,7,7,25,1,0
Van,Dacia,5,5,30,1,0
Car,Tesla,5,5,15,1,0
Car,Opel,4,4,27,1,0
Van,Renault,5,5,24,1,0
Tractor,Ford,2,2,4,1,0
Motorbyke,Derbi,2,1,26,1,0
Car,Land Rover,3,1,11,1,0
Motorbyke,Yamaha,2,1,25,1,0
Car,Rolls Royce,4,3,12,1,1
Motorbyke,Harley Davidson,2,1,6,1,0
Tractor,Deutz,1,1,3,1,0
Car,Mini,3,2,29,1,0
Car,McLaren,3,1,16,1,0
Tractor,Ford,1,1,11,1,0
Lorry,Agrale,3,2,29,1,0
Car,Infiniti,4,1,19,1,0
Motorbyke,Vespa,1,1,28,1,0
Without_carnet,Chatenet,1,1,21,0,0
Car,Citroen,2,1,16,1,0
Without_carnet,Chatenet,1,1,23,0,0
Van,Dacia,8,8,15,1,1
Van,Peugeot,6,5,30,1,0
Tractor,Claas,1,1,22,1,0
Van,Opel,7,7,12,1,0
Lorry,Volvo,3,3,6,1,0
Car,Opel,2,2,1,1,0
Without_carnet,Aixam,2,2,19,0,0
Lorry,Agrale,3,2,3,1,0
Van,Mercedes-Benz,8,5,3,1,0
Car,Citroen,5,3,25,1,0
Van,Toyota,6,5,19,1,0
Without_carnet,Aixam,1,1,11,0,0
Car,Honda,5,5,29,1,0
Lorry,Iveco,3,3,19,1,0
Car,Cadillac,2,1,27,1,0
Lorry,Iveco,3,1,29,1,0
Tractor,Massey Ferguson,1,1,1,1,0
Tractor,Claas,2,1,22,1,0
Van,Seat,6,5,2,1,0
Motorbyke,Aprilia,1,1,20,1,0
Tractor,Case,2,1,23,1,0
Car,Infiniti,2,1,12,1,0
Car,Lamborgini,3,2,9,1,0
Tractor,Deutz,2,1,2,1,0
Lorry,Mercedes-Benz,3,2,1,1,0
Van,Toyota,7,7,15,1,0
Car,Renault,4,1,16,1,0
Without_carnet,Microcar,1,1,29,0,0
